,year,office_consolidated,vote_share,winner,incumbent,pid_est,gender_est,race_est,loser,incumbent_win,incumbent_lose
117999,2021,Mayor,0.0,0,0,Unknown,Male,Black,1,0,1
118049,1999,Mayor,0.13,0,0,Unknown,Male,Caucasian,1,0,1
118068,2021,Mayor,0.0,0,0,Democrat,Male,Hispanic,1,0,1
118074,2002,Mayor,0.01,0,0,Democrat,Male,Black,1,0,1
118085,2017,Mayor,0.02,0,0,Democrat,Male,Hispanic,1,0,1
118103,2017,Mayor,0.05,0,0,Unknown,Male,Caucasian,1,0,1
118112,1999,Mayor,0.01,0,0,Democrat,Male,Hispanic,1,0,1
118156,1997,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1
118166,2010,Mayor,0.04,0,0,Democrat,Male,Caucasian,1,0,1
118173,2018,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1
118197,2021,Mayor,0.0,0,0,Unknown,Male,Hispanic,1,0,1
118230,2017,Mayor,0.05,0,0,Democrat,Male,Caucasian,1,0,1
118232,2018,Mayor,0.07,0,0,Unknown,Male,Caucasian,1,0,1
118246,2003,Mayor,0.07,0,0,Unknown,Male,Caucasian,1,0,1
118247,2003,Mayor,0.0,0,0,Unknown,Unknown,Unknown,1,0,1
118267,1996,Mayor,0.19,0,0,Unknown,Male,Caucasian,1,0,1
118268,1998,Mayor,0.0,0,0,Unknown,Male,Caucasian,1,0,1
118292,1998,Mayor,0.0,0,0,Democrat,Female,Caucasian,1,0,1
118347,2021,Mayor,0.07,0,0,Republican,Male,Hispanic,1,0,1
118367,2015,Mayor,0.01,0,0,Democrat,Male,Black,1,0,1
118375,2005,Mayor,0.09,0,0,Unknown,Male,Caucasian,1,0,1
118380,2008,Mayor,0.03,0,0,Republican,Male,Hispanic,1,0,1
118382,2009,Mayor,0.01,0,0,Republican,Male,Hispanic,1,0,1
118394,2018,Mayor,0.0,0,0,Unknown,Male,Caucasian,1,0,1
118419,2018,Mayor,0.0,0,0,Unknown,Unknown,Unknown,1,0,1
118421,1995,Mayor,0.01,0,0,Unknown,Unknown,Hispanic,1,0,1
118423,1999,Mayor,0.02,0,0,Republican,Male,Black,1,0,1
118425,2003,Mayor,0.42,1,1,Democrat,Unknown,Hispanic,0,1,0
118430,2010,Mayor,0.19,0,0,Democrat,Male,Caucasian,1,0,1
118456,2004,Mayor,0.02,0,0,Democrat,Male,Black,1,0,1
118464,2015,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
118466,2017,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1
118472,1997,Mayor,0.02,0,0,Democrat,Male,Black,1,0,1
118517,1997,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
118541,2000,Mayor,0.0,0,0,Unknown,Male,Caucasian,1,0,1
118569,2011,Mayor,0.02,0,0,Republican,Female,Black,1,0,1
118584,2000,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1
118594,2018,Mayor,0.0,0,0,Unknown,Male,Black,1,0,1
118602,2003,Mayor,0.03,0,0,Republican,Male,Caucasian,1,0,1
118626,2010,Mayor,0.02,0,0,Unknown,Unknown,Caucasian,1,0,1
118639,1997,Mayor,0.05,0,0,Unknown,Male,Hispanic,1,0,1
118641,1999,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
118647,2015,Mayor,0.08,0,0,Unknown,Female,Caucasian,1,0,1
118650,2016,Mayor,0.0,0,0,Unknown,Male,Hispanic,1,0,1
118671,2011,Mayor,0.04,0,0,Democrat,Male,Caucasian,1,0,1
118695,2011,Mayor,0.0,0,0,Unknown,Male,Black,1,0,1
118702,1995,Mayor,0.01,0,0,Unknown,Unknown,Hispanic,1,0,1
118708,2005,Mayor,0.03,0,0,Republican,Male,Caucasian,1,0,1
118709,2006,Mayor,0.02,0,0,Unknown,Female,Black,1,0,1
118731,2008,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
118746,1996,Mayor,0.07,0,0,Republican,Male,Black,1,0,1
118756,2008,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
118767,1999,Mayor,0.03,0,0,Republican,Male,Caucasian,1,0,1
118770,2005,Mayor,0.01,0,0,Democrat,Unknown,Caucasian,1,0,1
118780,2013,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
118783,2018,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
118799,2017,Mayor,0.01,0,0,Republican,Male,Black,1,0,1
118802,2017,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
118806,2019,Mayor,0.0,0,0,Unknown,Unknown,Unknown,1,0,1
118813,2008,Mayor,0.11,0,0,Republican,Male,Caucasian,1,0,1
118822,1995,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1
118835,2019,Mayor,0.05,0,0,Unknown,Female,Black,1,0,1
118852,2013,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1
118884,2011,Mayor,0.07,0,0,Democrat,Male,Hispanic,1,0,1
118914,1999,Mayor,0.05,0,0,Democrat,Unknown,Caucasian,1,0,1
118930,2017,Mayor,0.03,0,0,Democrat,Male,Caucasian,1,0,1
118957,2009,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1
118975,2002,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
118986,2011,Mayor,0.03,0,0,Republican,Male,Caucasian,1,0,1
118997,2001,Mayor,0.0,0,0,Republican,Female,Caucasian,1,0,1
119008,2017,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1
119033,1996,Mayor,0.24,0,0,Republican,Female,Caucasian,1,0,1
119044,2009,Mayor,0.01,0,0,Republican,Male,Black,1,0,1
119048,2018,Mayor,0.12,0,0,Democrat,Female,Black,1,0,1
119055,2002,Mayor,0.13,0,0,Unknown,Male,Caucasian,1,0,1
119063,2013,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1
119067,2017,Mayor,0.07,0,0,Democrat,Male,Black,1,0,1
119077,2005,Mayor,0.04,0,0,Republican,Male,Hispanic,1,0,1
119095,1997,Mayor,0.01,0,1,Unknown,Male,Caucasian,1,0,1
119107,2013,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
119121,2013,Mayor,0.02,0,0,Republican,Female,Caucasian,1,0,1
119146,2011,Mayor,0.04,0,0,Unknown,Female,Caucasian,1,0,1
119148,2013,Mayor,0.0,0,0,Unknown,Male,Caucasian,1,0,1
119174,2020,Mayor,0.0,0,0,Democrat,Male,Asian,1,0,1
119184,2011,Mayor,0.02,0,0,Democrat,Male,Black,1,0,1
119223,2019,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1
119257,2008,Mayor,0.03,0,0,Unknown,Male,Caucasian,1,0,1
119279,2001,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1
119285,2009,Mayor,0.0,0,0,Democrat,Male,Black,1,0,1
119287,2011,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1
119303,2000,Mayor,0.0,0,0,Unknown,Male,Caucasian,1,0,1
119310,2013,Mayor,0.1,0,0,Republican,Male,Black,1,0,1
119323,2007,Mayor,0.03,0,0,Democrat,Male,Black,1,0,1
119325,2009,Mayor,0.06,0,0,Democrat,Male,Caucasian,1,0,1
119334,2018,Mayor,0.01,0,0,Unknown,Male,Black,1,0,1
119357,2012,Mayor,0.06,0,0,Unknown,Male,Hispanic,1,0,1
119358,2013,Mayor,0.0,0,0,Unknown,Male,Caucasian,1,0,1
119360,2014,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1
119373,2002,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1
119383,2021,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1
119440,2011,Mayor,0.05,0,0,Democrat,Male,Black,1,0,1
119448,2018,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
119460,2014,Mayor,0.0,0,0,Democrat,Female,Caucasian,1,0,1
119467,2003,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1
119468,2003,Mayor,0.01,0,0,Unknown,Unknown,Unknown,1,0,1
119471,2007,Mayor,0.02,0,0,Unknown,Male,Black,1,0,1
119494,2015,Mayor,0.02,0,0,Democrat,Male,Black,1,0,1
119527,2009,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
119531,2011,Mayor,0.04,0,0,Unknown,Male,Caucasian,1,0,1
119538,2021,Mayor,0.0,0,0,Unknown,Female,Caucasian,1,0,1
119542,2000,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
119547,2011,Mayor,0.03,0,0,Unknown,Male,Black,1,0,1
119552,2015,Mayor,0.01,0,0,Democrat,Female,Black,1,0,1
119554,2017,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1
119565,2001,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1
119569,2009,Mayor,0.04,0,0,Democrat,Male,Hispanic,1,0,1
119570,2010,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1
119573,2014,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
119581,1997,Mayor,0.0,0,0,Unknown,Male,Caucasian,1,0,1
119592,2012,Mayor,0.06,0,0,Republican,Male,Caucasian,1,0,1
119601,2021,Mayor,0.0,0,0,Unknown,Unknown,Caucasian,1,0,1
119613,2011,Mayor,0.02,0,0,Republican,Unknown,Caucasian,1,0,1
119625,1999,Mayor,0.43,0,0,Unknown,Male,Hispanic,1,0,1
119645,2005,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1
119656,2014,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
119661,2017,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1
119664,2001,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1
119674,2014,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
119680,2017,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1
119704,1999,Mayor,0.03,0,0,Democrat,Male,Caucasian,1,0,1
119711,2014,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
119715,2019,Mayor,0.02,0,0,Republican,Female,Black,1,0,1
119748,2012,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
119767,2015,Mayor,0.01,0,0,Democrat,Male,Hispanic,1,0,1
119773,1997,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
119785,2009,Mayor,0.02,0,0,Democrat,Male,Black,1,0,1
119787,2010,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1
119809,2013,Mayor,0.03,0,0,Republican,Male,Hispanic,1,0,1
119820,2000,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
119824,2005,Mayor,0.01,0,0,Unknown,Unknown,Caucasian,1,0,1
119832,2013,Mayor,0.0,0,0,Unknown,Female,Caucasian,1,0,1
119834,2014,Mayor,0.01,0,0,Democrat,Male,Hispanic,1,0,1
119842,2001,Mayor,0.02,0,0,Unknown,Male,Black,1,0,1
119873,2017,Mayor,0.03,0,0,Unknown,Male,Caucasian,1,0,1
119874,2017,Mayor,0.01,0,0,Democrat,Male,Black,1,0,1
119903,2005,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
119908,2011,Mayor,0.0,0,0,Unknown,Male,Caucasian,1,0,1
119942,2000,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
119968,2015,Mayor,0.02,0,0,Democrat,Male,Black,1,0,1
119986,2013,Mayor,0.05,0,0,Democrat,Unknown,Caucasian,1,0,1
119996,1997,Mayor,0.05,0,0,Unknown,Male,Hispanic,1,0,1
120012,2018,Mayor,0.0,0,0,Democrat,Male,Black,1,0,1
120015,2021,Mayor,0.01,0,0,Republican,Male,Hispanic,1,0,1
120026,2013,Mayor,0.03,0,0,Republican,Male,Hispanic,1,0,1
120027,2014,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1
120044,2012,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
120045,2013,Mayor,0.01,0,0,Democrat,Male,Black,1,0,1
120051,2017,Mayor,0.0,0,0,Democrat,Male,Black,1,0,1
120057,2003,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
120061,2015,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
120064,2021,Mayor,0.02,0,0,Unknown,Male,Black,1,0,1
120066,1993,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1
120069,2010,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
120071,2012,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
120082,2021,Mayor,0.02,0,0,Democrat,Male,Black,1,0,1
120083,2021,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
120091,2006,Mayor,0.01,0,0,Unknown,Female,Caucasian,1,0,1
120092,2009,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1
120096,2013,Mayor,0.0,0,0,Unknown,Male,Caucasian,1,0,1
120100,1997,Mayor,0.17,0,0,Unknown,Female,Caucasian,1,0,1
120101,1998,Mayor,0.12,0,0,Republican,Male,Caucasian,1,0,1
120103,2002,Mayor,0.1,0,0,Unknown,Male,Caucasian,1,0,1
120116,2017,Mayor,0.02,0,0,Republican,Female,Caucasian,1,0,1
120119,2021,Mayor,0.01,0,0,Unknown,Unknown,Black,1,0,1
120122,1998,Mayor,0.0,0,0,Unknown,Male,Caucasian,1,0,1
120126,2005,Mayor,0.04,0,0,Democrat,Unknown,Black,1,0,1
120138,2007,Mayor,0.01,0,0,Unknown,Unknown,Caucasian,1,0,1
120149,2019,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
120159,2008,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1
120176,2001,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1
120177,2004,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1
120178,2005,Mayor,0.07,0,0,Unknown,Male,Caucasian,1,0,1
120180,2007,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1
120189,2009,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
120199,2019,Mayor,0.0,0,0,Unknown,Male,Caucasian,1,0,1
120205,2001,Mayor,0.02,0,1,Unknown,Male,Caucasian,1,0,1
120206,2001,Mayor,0.0,0,0,Republican,Female,Caucasian,1,0,1
120210,2009,Mayor,0.03,0,0,Republican,Unknown,Asian,1,0,1
120212,2010,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1
120218,2021,Mayor,0.0,0,0,Unknown,Male,Black,1,0,1
120221,1997,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
120229,2015,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
120231,2018,Mayor,0.05,0,0,Democrat,Male,Hispanic,1,0,1
120252,2001,Mayor,0.0,0,0,Unknown,Male,Hispanic,1,0,1
120258,2009,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1
120268,2015,Mayor,0.02,0,0,Unknown,Unknown,Unknown,1,0,1
120269,2019,Mayor,0.0,0,0,Democrat,Male,Black,1,0,1
120273,2005,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
120288,1998,Mayor,0.01,0,0,Unknown,Unknown,Black,1,0,1
120306,1993,Mayor,0.01,0,0,Republican,Unknown,Caucasian,1,0,1
120311,2001,Mayor,0.0,0,0,Unknown,Unknown,Caucasian,1,0,1
120331,2004,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
120350,2019,Mayor,0.0,0,0,Unknown,Unknown,Unknown,1,0,1
120374,2005,Mayor,0.22,0,0,Unknown,Male,Hispanic,1,0,1
120380,2011,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1
120382,2013,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
120400,2015,Mayor,0.0,0,0,Democrat,Male,Black,1,0,1
120421,2019,Mayor,0.01,0,0,Democrat,Male,Hispanic,1,0,1
120423,1995,Mayor,0.0,0,0,Unknown,Male,Caucasian,1,0,1
120427,2004,Mayor,0.0,0,0,Democrat,Male,Black,1,0,1
120433,2021,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
120435,1993,Mayor,0.01,0,0,Unknown,Male,Black,1,0,1
120439,2004,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1
120453,2015,Mayor,0.02,0,0,Democrat,Male,Black,1,0,1
120487,2006,Mayor,0.07,0,0,Unknown,Male,Caucasian,1,0,1
120500,2017,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
120510,2013,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1
120523,2003,Mayor,0.0,0,0,Republican,Female,Caucasian,1,0,1
120526,2008,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1
120534,1995,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1
120535,1999,Mayor,0.12,0,0,Republican,Male,Caucasian,1,0,1
120545,2011,Mayor,0.03,0,0,Unknown,Male,Caucasian,1,0,1
120557,2003,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1
120566,2015,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1
120588,2015,Mayor,0.01,0,0,Democrat,Male,Hispanic,1,0,1
120589,2017,Mayor,0.01,0,0,Democrat,Male,Hispanic,1,0,1
120596,2009,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1
120626,2003,Mayor,0.27,0,0,Unknown,Male,Black,1,0,1
120639,2021,Mayor,0.0,0,0,Republican,Male,Hispanic,1,0,1
120646,1998,Mayor,0.0,0,0,Unknown,Male,Hispanic,1,0,1
120659,2019,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1
120660,2021,Mayor,0.0,0,0,Unknown,Male,Caucasian,1,0,1
120684,1998,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
120688,2006,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
120704,1993,Mayor,0.01,0,0,Unknown,Unknown,Unknown,1,0,1
120720,2000,Mayor,0.0,0,0,Unknown,Unknown,Caucasian,1,0,1
120752,2005,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
120776,2017,Mayor,0.02,0,0,Democrat,Male,Black,1,0,1
120791,2003,Mayor,0.72,1,0,Unknown,Male,Caucasian,0,0,1
120809,2019,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1
120827,2017,Mayor,0.0,0,0,Unknown,Male,Caucasian,1,0,1
120832,1997,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
120835,2001,Mayor,0.0,0,0,Unknown,Unknown,Unknown,1,0,1
120858,2009,Mayor,0.03,0,0,Democrat,Female,Black,1,0,1
120860,2013,Mayor,0.0,0,0,Democrat,Female,Caucasian,1,0,1
120868,2003,Mayor,0.0,0,0,Republican,Female,Caucasian,1,0,1
120880,2019,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1
120894,2013,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
120896,2014,Mayor,0.04,0,0,Democrat,Female,Black,1,0,1
120902,2001,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1
120919,2020,Mayor,0.0,0,0,Unknown,Unknown,Unknown,1,0,1
120938,1999,Mayor,0.19,0,0,Unknown,Male,Caucasian,1,0,1
120940,2000,Mayor,0.0,0,0,Unknown,Male,Caucasian,1,0,1
120969,2005,Mayor,0.01,0,0,Unknown,Unknown,Black,1,0,1
120983,2003,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
120989,2013,Mayor,0.0,0,0,Unknown,Unknown,Unknown,1,0,1
120998,2001,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
121003,2009,Mayor,0.0,0,0,Democrat,Male,Hispanic,1,0,1
121009,2017,Mayor,0.03,0,0,Unknown,Male,Caucasian,1,0,1
121026,2019,Mayor,0.02,0,0,Unknown,Unknown,Black,1,0,1
121034,2000,Mayor,0.0,0,0,Unknown,Male,Caucasian,1,0,1
121036,2007,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
121042,2013,Mayor,0.01,0,0,Republican,Male,Black,1,0,1
121046,2021,Mayor,0.01,0,0,Democrat,Female,Hispanic,1,0,1
121051,2008,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
121067,2008,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1
121075,2021,Mayor,0.04,0,0,Democrat,Male,Black,1,0,1
121134,1999,Mayor,0.02,0,0,Republican,Female,Caucasian,1,0,1
121146,2013,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
121156,1997,Mayor,0.0,0,0,Unknown,Male,Black,1,0,1
121168,2011,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1
121193,2021,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
121195,1994,Mayor,0.01,0,0,Democrat,Male,Hispanic,1,0,1
121221,2012,Mayor,0.08,0,0,Democrat,Female,Black,1,0,1
121225,2015,Mayor,0.02,0,0,Unknown,Female,Caucasian,1,0,1
121230,1997,Mayor,0.0,0,0,Democrat,Male,Black,1,0,1
121239,2005,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1
121246,2013,Mayor,0.0,0,0,Unknown,Female,Black,1,0,1
121257,2006,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1
121276,2006,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1
121278,2010,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
121289,2017,Mayor,0.01,0,0,Republican,Male,Black,1,0,1
121294,2000,Mayor,0.0,0,0,Unknown,Unknown,Caucasian,1,0,1
121304,2021,Mayor,0.0,0,0,Unknown,Male,Hispanic,1,0,1
121317,2015,Mayor,0.0,0,0,Unknown,Unknown,Unknown,1,0,1
121321,1997,Mayor,0.01,0,0,Unknown,Unknown,Unknown,1,0,1
121332,2013,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1
121351,2011,Mayor,0.0,0,0,Unknown,Male,Black,1,0,1
121358,2017,Mayor,0.03,0,0,Unknown,Male,Caucasian,1,0,1
121359,2018,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
121379,2017,Mayor,0.01,0,0,Republican,Unknown,Caucasian,1,0,1
121381,2018,Mayor,0.0,0,0,Democrat,Female,Caucasian,1,0,1
121386,1994,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1
121389,2005,Mayor,0.01,0,0,Republican,Male,Hispanic,1,0,1
121394,2013,Mayor,0.0,0,0,Unknown,Male,Caucasian,1,0,1
121397,2013,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1
121401,2017,Mayor,0.01,0,0,Democrat,Male,Black,1,0,1
121408,2003,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
121418,2013,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
121427,1997,Mayor,0.0,0,0,Unknown,Male,Caucasian,1,0,1
121432,2007,Mayor,0.03,0,0,Democrat,Male,Caucasian,1,0,1
121442,2020,Mayor,0.0,0,0,Unknown,Unknown,Unknown,1,0,1
121472,2021,Mayor,0.0,0,0,Unknown,Male,Caucasian,1,0,1
121489,2017,Mayor,0.0,0,0,Democrat,Male,Black,1,0,1
121494,2021,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
121495,1993,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
121503,2011,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1
121514,2010,Mayor,0.0,0,0,Unknown,Male,Caucasian,1,0,1
121545,2009,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
121552,2011,Mayor,0.01,0,0,Republican,Male,Caucasian,1,0,1
121579,2002,Mayor,0.01,0,0,Democrat,Unknown,Black,1,0,1
121585,2013,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
121586,2015,Mayor,0.02,0,0,Democrat,Male,Hispanic,1,0,1
121593,1997,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
121595,2001,Mayor,0.0,0,0,Democrat,Male,Hispanic,1,0,1
121598,2007,Mayor,0.01,0,0,Democrat,Female,Hispanic,1,0,1
121599,2007,Mayor,0.01,0,0,Democrat,Male,Black,1,0,1
121614,1997,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
121643,2013,Mayor,0.02,0,0,Unknown,Male,Black,1,0,1
121651,2021,Mayor,0.01,0,0,Unknown,Female,Black,1,0,1
121656,2005,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
121672,2003,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
121677,2011,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
121680,2017,Mayor,0.01,0,0,Democrat,Unknown,Unknown,1,0,1
121697,2021,Mayor,0.0,0,0,Unknown,Unknown,Unknown,1,0,1
121714,2017,Mayor,0.02,0,0,Democrat,Male,Caucasian,1,0,1
121716,2021,Mayor,0.0,0,0,Unknown,Male,Black,1,0,1
121724,2013,Mayor,0.0,0,1,Democrat,Male,Caucasian,1,0,1
121738,1999,Mayor,0.0,0,0,Republican,Female,Caucasian,1,0,1
121758,1999,Mayor,0.03,0,0,Unknown,Male,Caucasian,1,0,1
121759,2001,Mayor,0.01,0,0,Democrat,Unknown,Caucasian,1,0,1
121760,2006,Mayor,0.01,0,0,Unknown,Unknown,Caucasian,1,0,1
121763,2009,Mayor,0.01,0,0,Democrat,Male,Caucasian,1,0,1
121770,2019,Mayor,0.01,0,0,Democrat,Female,Black,1,0,1
121777,1999,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
121778,2007,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
121795,2003,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
121798,2007,Mayor,0.01,0,0,Unknown,Female,Caucasian,1,0,1
121817,2007,Mayor,0.0,0,0,Unknown,Female,Caucasian,1,0,1
121825,2019,Mayor,0.01,0,0,Democrat,Male,Hispanic,1,0,1
121828,2000,Mayor,0.14,0,0,Unknown,Male,Caucasian,1,0,1
121835,2013,Mayor,0.02,0,0,Republican,Male,Caucasian,1,0,1
121836,2013,Mayor,0.03,0,0,Unknown,Male,Caucasian,1,0,1
121839,2017,Mayor,0.0,0,0,Democrat,Female,Black,1,0,1
121841,2021,Mayor,0.0,0,0,Democrat,Female,Black,1,0,1
121848,2017,Mayor,0.01,0,0,Democrat,Male,Black,1,0,1
121849,2018,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
121860,2011,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
121871,2001,Mayor,0.0,0,0,Unknown,Unknown,Caucasian,1,0,1
121875,2010,Mayor,0.0,0,0,Democrat,Male,Caucasian,1,0,1
121881,1998,Mayor,0.01,0,0,Unknown,Male,Hispanic,1,0,1
121886,2010,Mayor,0.01,0,0,Unknown,Male,Black,1,0,1
121896,2021,Mayor,0.0,0,0,Unknown,Unknown,Unknown,1,0,1
121899,2003,Mayor,0.01,0,0,Unknown,Female,Caucasian,1,0,1
121902,2009,Mayor,0.0,0,0,Unknown,Unknown,Unknown,1,0,1
121930,2003,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
121934,2011,Mayor,0.02,0,0,Unknown,Male,Caucasian,1,0,1
121946,2001,Mayor,0.01,0,0,Unknown,Male,Caucasian,1,0,1
121947,2001,Mayor,0.0,0,0,Democrat,Female,Caucasian,1,0,1
121949,2003,Mayor,0.17,0,0,Unknown,Male,Caucasian,1,0,1
121975,2013,Mayor,0.0,0,0,Republican,Male,Caucasian,1,0,1
121983,1996,Mayor,0.01,0,0,Unknown,Female,Caucasian,1,0,1
121998,1997,Mayor,0.0,0,0,Unknown,Male,Caucasian,1,0,1
